block,layer,position,prompt,rank_intermediate,rank_answer
C,11,8,What is the continent of the rival of the ally of Savmel?,2832,668
C,11,9,What is the continent of the rival of the ally of Savmel?,422,440
C,11,10,What is the continent of the rival of the ally of Savmel?,1077,219
C,11,11,What is the continent of the rival of the ally of Savmel?,74579,9302
C,11,12,What is the continent of the rival of the ally of Savmel?,126396,61713
C,11,13,What is the continent of the rival of the ally of Savmel?,28619,73874
C,12,8,What is the continent of the rival of the ally of Savmel?,2715,326
C,12,9,What is the continent of the rival of the ally of Savmel?,223,126
C,12,10,What is the continent of the rival of the ally of Savmel?,649,64
C,12,11,What is the continent of the rival of the ally of Savmel?,68156,9066
C,12,12,What is the continent of the rival of the ally of Savmel?,117676,48964
C,12,13,What is the continent of the rival of the ally of Savmel?,13953,67862
C,13,8,What is the continent of the rival of the ally of Savmel?,2882,292
C,13,9,What is the continent of the rival of the ally of Savmel?,203,84
C,13,10,What is the continent of the rival of the ally of Savmel?,674,43
C,13,11,What is the continent of the rival of the ally of Savmel?,67306,8110
C,13,12,What is the continent of the rival of the ally of Savmel?,115835,67709
C,13,13,What is the continent of the rival of the ally of Savmel?,43635,127280
C,14,8,What is the continent of the rival of the ally of Savmel?,5803,844
C,14,9,What is the continent of the rival of the ally of Savmel?,238,72
C,14,10,What is the continent of the rival of the ally of Savmel?,948,162
C,14,11,What is the continent of the rival of the ally of Savmel?,68223,11120
C,14,12,What is the continent of the rival of the ally of Savmel?,103295,54651
C,14,13,What is the continent of the rival of the ally of Savmel?,86946,143493
C,15,8,What is the continent of the rival of the ally of Savmel?,3644,328
C,15,9,What is the continent of the rival of the ally of Savmel?,258,253
C,15,10,What is the continent of the rival of the ally of Savmel?,934,89
C,15,11,What is the continent of the rival of the ally of Savmel?,61525,6138
C,15,12,What is the continent of the rival of the ally of Savmel?,119794,76540
C,15,13,What is the continent of the rival of the ally of Savmel?,69046,139205
C,16,8,What is the continent of the rival of the ally of Savmel?,2871,532
C,16,9,What is the continent of the rival of the ally of Savmel?,628,905
C,16,10,What is the continent of the rival of the ally of Savmel?,570,40
C,16,11,What is the continent of the rival of the ally of Savmel?,94792,27376
C,16,12,What is the continent of the rival of the ally of Savmel?,129527,139729
C,16,13,What is the continent of the rival of the ally of Savmel?,83154,138682
C,17,8,What is the continent of the rival of the ally of Savmel?,8862,695
C,17,9,What is the continent of the rival of the ally of Savmel?,4155,4180
C,17,10,What is the continent of the rival of the ally of Savmel?,1794,87
C,17,11,What is the continent of the rival of the ally of Savmel?,75399,20259
C,17,12,What is the continent of the rival of the ally of Savmel?,128955,136057
C,17,13,What is the continent of the rival of the ally of Savmel?,119089,150501
C,18,8,What is the continent of the rival of the ally of Savmel?,7312,251
C,18,9,What is the continent of the rival of the ally of Savmel?,6377,1770
C,18,10,What is the continent of the rival of the ally of Savmel?,2026,65
C,18,11,What is the continent of the rival of the ally of Savmel?,76014,7958
C,18,12,What is the continent of the rival of the ally of Savmel?,138584,118592
C,18,13,What is the continent of the rival of the ally of Savmel?,122805,147987
C,19,8,What is the continent of the rival of the ally of Savmel?,6230,196
C,19,9,What is the continent of the rival of the ally of Savmel?,8246,9591
C,19,10,What is the continent of the rival of the ally of Savmel?,810,49
C,19,11,What is the continent of the rival of the ally of Savmel?,56050,718
C,19,12,What is the continent of the rival of the ally of Savmel?,147657,31945
C,19,13,What is the continent of the rival of the ally of Savmel?,134036,145655
C,20,8,What is the continent of the rival of the ally of Savmel?,7191,174
C,20,9,What is the continent of the rival of the ally of Savmel?,19481,45301
C,20,10,What is the continent of the rival of the ally of Savmel?,843,151
C,20,11,What is the continent of the rival of the ally of Savmel?,93656,4894
C,20,12,What is the continent of the rival of the ally of Savmel?,128298,73108
C,20,13,What is the continent of the rival of the ally of Savmel?,137114,146899
C,21,8,What is the continent of the rival of the ally of Savmel?,4698,85
C,21,9,What is the continent of the rival of the ally of Savmel?,30749,55366
C,21,10,What is the continent of the rival of the ally of Savmel?,873,315
C,21,11,What is the continent of the rival of the ally of Savmel?,90724,2790
C,21,12,What is the continent of the rival of the ally of Savmel?,103628,25397
C,21,13,What is the continent of the rival of the ally of Savmel?,141191,145354
C,22,8,What is the continent of the rival of the ally of Savmel?,5604,431
C,22,9,What is the continent of the rival of the ally of Savmel?,9474,38972
C,22,10,What is the continent of the rival of the ally of Savmel?,237,244
C,22,11,What is the continent of the rival of the ally of Savmel?,25043,1510
C,22,12,What is the continent of the rival of the ally of Savmel?,60716,26967
C,22,13,What is the continent of the rival of the ally of Savmel?,137939,145827
C,23,8,What is the continent of the rival of the ally of Savmel?,10414,1004
C,23,9,What is the continent of the rival of the ally of Savmel?,7906,35275
C,23,10,What is the continent of the rival of the ally of Savmel?,427,397
C,23,11,What is the continent of the rival of the ally of Savmel?,15273,1663
C,23,12,What is the continent of the rival of the ally of Savmel?,39171,11293
C,23,13,What is the continent of the rival of the ally of Savmel?,134942,142765
C,24,8,What is the continent of the rival of the ally of Savmel?,6361,833
C,24,9,What is the continent of the rival of the ally of Savmel?,3547,33326
C,24,10,What is the continent of the rival of the ally of Savmel?,66,99
C,24,11,What is the continent of the rival of the ally of Savmel?,29572,1766
C,24,12,What is the continent of the rival of the ally of Savmel?,83170,17195
C,24,13,What is the continent of the rival of the ally of Savmel?,125730,129541
C,25,8,What is the continent of the rival of the ally of Savmel?,5611,1012
C,25,9,What is the continent of the rival of the ally of Savmel?,1298,11072
C,25,10,What is the continent of the rival of the ally of Savmel?,24,28
C,25,11,What is the continent of the rival of the ally of Savmel?,24597,1242
C,25,12,What is the continent of the rival of the ally of Savmel?,89596,9294
C,25,13,What is the continent of the rival of the ally of Savmel?,105185,129119
C,26,8,What is the continent of the rival of the ally of Savmel?,7710,691
C,26,9,What is the continent of the rival of the ally of Savmel?,1723,1402
C,26,10,What is the continent of the rival of the ally of Savmel?,35,31
C,26,11,What is the continent of the rival of the ally of Savmel?,27442,350
C,26,12,What is the continent of the rival of the ally of Savmel?,113019,3621
C,26,13,What is the continent of the rival of the ally of Savmel?,125202,132868
C,0,9,What is the currency of the rival of the ally of Pelgormek?,15254,63170
C,0,10,What is the currency of the rival of the ally of Pelgormek?,4065,11569
C,0,11,What is the currency of the rival of the ally of Pelgormek?,9848,11303
C,0,12,What is the currency of the rival of the ally of Pelgormek?,12966,40258
C,0,13,What is the currency of the rival of the ally of Pelgormek?,33375,115164
C,0,14,What is the currency of the rival of the ally of Pelgormek?,124567,120469
C,1,9,What is the currency of the rival of the ally of Pelgormek?,2447,29565
C,1,10,What is the currency of the rival of the ally of Pelgormek?,825,4300
C,1,11,What is the currency of the rival of the ally of Pelgormek?,1918,2894
C,1,12,What is the currency of the rival of the ally of Pelgormek?,2639,32196
C,1,13,What is the currency of the rival of the ally of Pelgormek?,19927,127260
C,1,14,What is the currency of the rival of the ally of Pelgormek?,102543,96927
C,2,9,What is the currency of the rival of the ally of Pelgormek?,4108,45245
C,2,10,What is the currency of the rival of the ally of Pelgormek?,629,7646
C,2,11,What is the currency of the rival of the ally of Pelgormek?,3079,4444
C,2,12,What is the currency of the rival of the ally of Pelgormek?,2781,41840
C,2,13,What is the currency of the rival of the ally of Pelgormek?,5078,111467
C,2,14,What is the currency of the rival of the ally of Pelgormek?,123421,129858
C,3,9,What is the currency of the rival of the ally of Pelgormek?,1932,24233
C,3,10,What is the currency of the rival of the ally of Pelgormek?,459,3825
C,3,11,What is the currency of the rival of the ally of Pelgormek?,1824,2618
C,3,12,What is the currency of the rival of the ally of Pelgormek?,724,34744
C,3,13,What is the currency of the rival of the ally of Pelgormek?,1167,67962
C,3,14,What is the currency of the rival of the ally of Pelgormek?,57524,91368
C,4,9,What is the currency of the rival of the ally of Pelgormek?,2181,43952
C,4,10,What is the currency of the rival of the ally of Pelgormek?,716,7781
C,4,11,What is the currency of the rival of the ally of Pelgormek?,2895,4580
C,4,12,What is the currency of the rival of the ally of Pelgormek?,3623,66206
C,4,13,What is the currency of the rival of the ally of Pelgormek?,4647,105374
C,4,14,What is the currency of the rival of the ally of Pelgormek?,75065,110342
C,5,9,What is the currency of the rival of the ally of Pelgormek?,5793,90731
C,5,10,What is the currency of the rival of the ally of Pelgormek?,1132,17965
C,5,11,What is the currency of the rival of the ally of Pelgormek?,4054,10702
C,5,12,What is the currency of the rival of the ally of Pelgormek?,13685,125543
C,5,13,What is the currency of the rival of the ally of Pelgormek?,12176,143212
C,5,14,What is the currency of the rival of the ally of Pelgormek?,75519,132772
C,6,9,What is the currency of the rival of the ally of Pelgormek?,1888,48972
C,6,10,What is the currency of the rival of the ally of Pelgormek?,485,9514
C,6,11,What is the currency of the rival of the ally of Pelgormek?,2994,6296
C,6,12,What is the currency of the rival of the ally of Pelgormek?,9927,111030
C,6,13,What is the currency of the rival of the ally of Pelgormek?,13899,136027
C,6,14,What is the currency of the rival of the ally of Pelgormek?,29221,78798
C,7,9,What is the currency of the rival of the ally of Pelgormek?,2357,46844
C,7,10,What is the currency of the rival of the ally of Pelgormek?,838,11791
C,7,11,What is the currency of the rival of the ally of Pelgormek?,4881,7374
C,7,12,What is the currency of the rival of the ally of Pelgormek?,9604,113758
C,7,13,What is the currency of the rival of the ally of Pelgormek?,14935,135113
C,7,14,What is the currency of the rival of the ally of Pelgormek?,23705,82184
C,8,9,What is the currency of the rival of the ally of Pelgormek?,6807,48186
C,8,10,What is the currency of the rival of the ally of Pelgormek?,892,12054
C,8,11,What is the currency of the rival of the ally of Pelgormek?,5933,8446
C,8,12,What is the currency of the rival of the ally of Pelgormek?,9640,105176
C,8,13,What is the currency of the rival of the ally of Pelgormek?,17591,132867
C,8,14,What is the currency of the rival of the ally of Pelgormek?,30592,98017
C,9,9,What is the currency of the rival of the ally of Pelgormek?,2818,35297
C,9,10,What is the currency of the rival of the ally of Pelgormek?,1369,13492
C,9,11,What is the currency of the rival of the ally of Pelgormek?,11998,10682
C,9,12,What is the currency of the rival of the ally of Pelgormek?,18876,115302
C,9,13,What is the currency of the rival of the ally of Pelgormek?,26738,129602
C,9,14,What is the currency of the rival of the ally of Pelgormek?,76611,104499
C,10,9,What is the currency of the rival of the ally of Pelgormek?,3747,39566
C,10,10,What is the currency of the rival of the ally of Pelgormek?,1606,13484
C,10,11,What is the currency of the rival of the ally of Pelgormek?,29066,11244
C,10,12,What is the currency of the rival of the ally of Pelgormek?,70354,126567
C,10,13,What is the currency of the rival of the ally of Pelgormek?,76379,129191
C,10,14,What is the currency of the rival of the ally of Pelgormek?,112621,111476
C,11,9,What is the currency of the rival of the ally of Pelgormek?,1875,40537
C,11,10,What is the currency of the rival of the ally of Pelgormek?,927,10266
C,11,11,What is the currency of the rival of the ally of Pelgormek?,21974,13707
C,11,12,What is the currency of the rival of the ally of Pelgormek?,64089,132007
C,11,13,What is the currency of the rival of the ally of Pelgormek?,46011,123679
C,11,14,What is the currency of the rival of the ally of Pelgormek?,107009,122949
C,12,9,What is the currency of the rival of the ally of Pelgormek?,645,20466
C,12,10,What is the currency of the rival of the ally of Pelgormek?,261,3920
C,12,11,What is the currency of the rival of the ally of Pelgormek?,18494,11446
C,12,12,What is the currency of the rival of the ally of Pelgormek?,49223,121267
C,12,13,What is the currency of the rival of the ally of Pelgormek?,38257,109432
C,12,14,What is the currency of the rival of the ally of Pelgormek?,99290,106720
C,13,9,What is the currency of the rival of the ally of Pelgormek?,942,18182
C,13,10,What is the currency of the rival of the ally of Pelgormek?,300,2902
C,13,11,What is the currency of the rival of the ally of Pelgormek?,17554,11718
C,13,12,What is the currency of the rival of the ally of Pelgormek?,54944,116986
C,13,13,What is the currency of the rival of the ally of Pelgormek?,55244,111503
C,13,14,What is the currency of the rival of the ally of Pelgormek?,142416,135312
C,14,9,What is the currency of the rival of the ally of Pelgormek?,416,27814
C,14,10,What is the currency of the rival of the ally of Pelgormek?,433,5161
C,14,11,What is the currency of the rival of the ally of Pelgormek?,19100,16655
C,14,12,What is the currency of the rival of the ally of Pelgormek?,41409,110548
C,14,13,What is the currency of the rival of the ally of Pelgormek?,76155,122169
C,14,14,What is the currency of the rival of the ally of Pelgormek?,145625,134486
C,15,9,What is the currency of the rival of the ally of Pelgormek?,558,29246
C,15,10,What is the currency of the rival of the ally of Pelgormek?,102,5379
C,15,11,What is the currency of the rival of the ally of Pelgormek?,6321,9552
C,15,12,What is the currency of the rival of the ally of Pelgormek?,62738,116748
C,15,13,What is the currency of the rival of the ally of Pelgormek?,67142,115799
C,15,14,What is the currency of the rival of the ally of Pelgormek?,138984,119900
C,16,9,What is the currency of the rival of the ally of Pelgormek?,2223,39216
C,16,10,What is the currency of the rival of the ally of Pelgormek?,143,7021
C,16,11,What is the currency of the rival of the ally of Pelgormek?,14229,12038
C,16,12,What is the currency of the rival of the ally of Pelgormek?,79305,110598
C,16,13,What is the currency of the rival of the ally of Pelgormek?,94572,125960
C,16,14,What is the currency of the rival of the ally of Pelgormek?,126395,104425
C,17,9,What is the currency of the rival of the ally of Pelgormek?,8420,57016
C,17,10,What is the currency of the rival of the ally of Pelgormek?,312,7789
C,17,11,What is the currency of the rival of the ally of Pelgormek?,12676,11114
C,17,12,What is the currency of the rival of the ally of Pelgormek?,83564,116767
C,17,13,What is the currency of the rival of the ally of Pelgormek?,99725,126793
C,17,14,What is the currency of the rival of the ally of Pelgormek?,140704,126387
C,18,9,What is the currency of the rival of the ally of Pelgormek?,9200,39311
C,18,10,What is the currency of the rival of the ally of Pelgormek?,505,7740
C,18,11,What is the currency of the rival of the ally of Pelgormek?,8163,6772
C,18,12,What is the currency of the rival of the ally of Pelgormek?,87881,120257
C,18,13,What is the currency of the rival of the ally of Pelgormek?,123423,125182
C,18,14,What is the currency of the rival of the ally of Pelgormek?,138957,115078
C,19,9,What is the currency of the rival of the ally of Pelgormek?,27769,41806
C,19,10,What is the currency of the rival of the ally of Pelgormek?,392,3850
C,19,11,What is the currency of the rival of the ally of Pelgormek?,689,3410
C,19,12,What is the currency of the rival of the ally of Pelgormek?,34551,105812
C,19,13,What is the currency of the rival of the ally of Pelgormek?,70970,74888
C,19,14,What is the currency of the rival of the ally of Pelgormek?,139567,124695
C,20,9,What is the currency of the rival of the ally of Pelgormek?,57122,82420
C,20,10,What is the currency of the rival of the ally of Pelgormek?,460,2405
C,20,11,What is the currency of the rival of the ally of Pelgormek?,1472,4076
C,20,12,What is the currency of the rival of the ally of Pelgormek?,73385,133411
C,20,13,What is the currency of the rival of the ally of Pelgormek?,84788,103078
C,20,14,What is the currency of the rival of the ally of Pelgormek?,139835,120873
C,21,9,What is the currency of the rival of the ally of Pelgormek?,96441,102188
C,21,10,What is the currency of the rival of the ally of Pelgormek?,1382,1707
C,21,11,What is the currency of the rival of the ally of Pelgormek?,2194,14031
C,21,12,What is the currency of the rival of the ally of Pelgormek?,91346,127332
C,21,13,What is the currency of the rival of the ally of Pelgormek?,69039,114134
C,21,14,What is the currency of the rival of the ally of Pelgormek?,144679,132826
C,22,9,What is the currency of the rival of the ally of Pelgormek?,74057,88321
C,22,10,What is the currency of the rival of the ally of Pelgormek?,716,1976
C,22,11,What is the currency of the rival of the ally of Pelgormek?,908,7372
C,22,12,What is the currency of the rival of the ally of Pelgormek?,139260,124959
C,22,13,What is the currency of the rival of the ally of Pelgormek?,79800,114779
C,22,14,What is the currency of the rival of the ally of Pelgormek?,137156,136523
C,23,9,What is the currency of the rival of the ally of Pelgormek?,69135,86453
C,23,10,What is the currency of the rival of the ally of Pelgormek?,653,1391
C,23,11,What is the currency of the rival of the ally of Pelgormek?,1300,3942
C,23,12,What is the currency of the rival of the ally of Pelgormek?,123036,105847
C,23,13,What is the currency of the rival of the ally of Pelgormek?,76910,102984
C,23,14,What is the currency of the rival of the ally of Pelgormek?,133767,136516
C,24,9,What is the currency of the rival of the ally of Pelgormek?,71515,96521
C,24,10,What is the currency of the rival of the ally of Pelgormek?,188,879
C,24,11,What is the currency of the rival of the ally of Pelgormek?,1282,3833
C,24,12,What is the currency of the rival of the ally of Pelgormek?,109871,86841
C,24,13,What is the currency of the rival of the ally of Pelgormek?,70927,86881
C,24,14,What is the currency of the rival of the ally of Pelgormek?,127538,129058
C,25,9,What is the currency of the rival of the ally of Pelgormek?,52299,43622
C,25,10,What is the currency of the rival of the ally of Pelgormek?,89,460
C,25,11,What is the currency of the rival of the ally of Pelgormek?,2791,2849
C,25,12,What is the currency of the rival of the ally of Pelgormek?,65049,65905
C,25,13,What is the currency of the rival of the ally of Pelgormek?,42306,64148
C,25,14,What is the currency of the rival of the ally of Pelgormek?,110076,113210
C,26,9,What is the currency of the rival of the ally of Pelgormek?,11071,29187
C,26,10,What is the currency of the rival of the ally of Pelgormek?,45,477
C,26,11,What is the currency of the rival of the ally of Pelgormek?,577,3149
C,26,12,What is the currency of the rival of the ally of Pelgormek?,26049,65021
C,26,13,What is the currency of the rival of the ally of Pelgormek?,12045,62306
C,26,14,What is the currency of the rival of the ally of Pelgormek?,106731,107394
C,0,9,What is the capital of the rival of the ally of Pelgormek?,13658,13466
C,0,10,What is the capital of the rival of the ally of Pelgormek?,3991,25104
C,0,11,What is the capital of the rival of the ally of Pelgormek?,10251,134634
C,0,12,What is the capital of the rival of the ally of Pelgormek?,12980,93810
C,0,13,What is the capital of the rival of the ally of Pelgormek?,33631,136182
C,0,14,What is the capital of the rival of the ally of Pelgormek?,124354,91919
C,1,9,What is the capital of the rival of the ally of Pelgormek?,2237,2597
C,1,10,What is the capital of the rival of the ally of Pelgormek?,831,3858
C,1,11,What is the capital of the rival of the ally of Pelgormek?,1894,96213
C,1,12,What is the capital of the rival of the ally of Pelgormek?,2720,45595
C,1,13,What is the capital of the rival of the ally of Pelgormek?,19774,133494
C,1,14,What is the capital of the rival of the ally of Pelgormek?,102195,42363
C,2,9,What is the capital of the rival of the ally of Pelgormek?,3681,4547
C,2,10,What is the capital of the rival of the ally of Pelgormek?,574,5981
C,2,11,What is the capital of the rival of the ally of Pelgormek?,3022,91906
C,2,12,What is the capital of the rival of the ally of Pelgormek?,2897,63984
C,2,13,What is the capital of the rival of the ally of Pelgormek?,4838,89460
C,2,14,What is the capital of the rival of the ally of Pelgormek?,121588,49471
C,3,9,What is the capital of the rival of the ally of Pelgormek?,1649,3820
C,3,10,What is the capital of the rival of the ally of Pelgormek?,470,4161
C,3,11,What is the capital of the rival of the ally of Pelgormek?,1807,60495
C,3,12,What is the capital of the rival of the ally of Pelgormek?,777,39769
C,3,13,What is the capital of the rival of the ally of Pelgormek?,1172,47586
C,3,14,What is the capital of the rival of the ally of Pelgormek?,59380,18765
C,4,9,What is the capital of the rival of the ally of Pelgormek?,1933,9347
C,4,10,What is the capital of the rival of the ally of Pelgormek?,710,5170
C,4,11,What is the capital of the rival of the ally of Pelgormek?,2858,76672
C,4,12,What is the capital of the rival of the ally of Pelgormek?,3859,57513
C,4,13,What is the capital of the rival of the ally of Pelgormek?,4595,78971
C,4,14,What is the capital of the rival of the ally of Pelgormek?,74141,39461
C,5,9,What is the capital of the rival of the ally of Pelgormek?,5362,14720
C,5,10,What is the capital of the rival of the ally of Pelgormek?,1150,6494
C,5,11,What is the capital of the rival of the ally of Pelgormek?,3820,101315
C,5,12,What is the capital of the rival of the ally of Pelgormek?,14679,106905
C,5,13,What is the capital of the rival of the ally of Pelgormek?,11776,113819
C,5,14,What is the capital of the rival of the ally of Pelgormek?,73166,61978
C,6,9,What is the capital of the rival of the ally of Pelgormek?,1861,8814
C,6,10,What is the capital of the rival of the ally of Pelgormek?,471,6335
C,6,11,What is the capital of the rival of the ally of Pelgormek?,2650,97748
C,6,12,What is the capital of the rival of the ally of Pelgormek?,10709,93361
C,6,13,What is the capital of the rival of the ally of Pelgormek?,13100,109607
C,6,14,What is the capital of the rival of the ally of Pelgormek?,32227,32891
C,7,9,What is the capital of the rival of the ally of Pelgormek?,2345,9205
C,7,10,What is the capital of the rival of the ally of Pelgormek?,890,8201
C,7,11,What is the capital of the rival of the ally of Pelgormek?,4052,108024
C,7,12,What is the capital of the rival of the ally of Pelgormek?,10248,76673
C,7,13,What is the capital of the rival of the ally of Pelgormek?,14476,115270
C,7,14,What is the capital of the rival of the ally of Pelgormek?,31182,44905
C,8,9,What is the capital of the rival of the ally of Pelgormek?,6293,7759
C,8,10,What is the capital of the rival of the ally of Pelgormek?,828,4259
C,8,11,What is the capital of the rival of the ally of Pelgormek?,5084,98735
C,8,12,What is the capital of the rival of the ally of Pelgormek?,10643,56044
C,8,13,What is the capital of the rival of the ally of Pelgormek?,16977,102877
C,8,14,What is the capital of the rival of the ally of Pelgormek?,38129,25806
C,9,9,What is the capital of the rival of the ally of Pelgormek?,2990,3320
C,9,10,What is the capital of the rival of the ally of Pelgormek?,1301,3554
C,9,11,What is the capital of the rival of the ally of Pelgormek?,8981,104567
C,9,12,What is the capital of the rival of the ally of Pelgormek?,19647,92723
C,9,13,What is the capital of the rival of the ally of Pelgormek?,24327,101477
C,9,14,What is the capital of the rival of the ally of Pelgormek?,92831,22415
C,10,9,What is the capital of the rival of the ally of Pelgormek?,4192,4538
C,10,10,What is the capital of the rival of the ally of Pelgormek?,1536,4191
C,10,11,What is the capital of the rival of the ally of Pelgormek?,22513,118003
C,10,12,What is the capital of the rival of the ally of Pelgormek?,73593,126976
C,10,13,What is the capital of the rival of the ally of Pelgormek?,67839,106286
C,10,14,What is the capital of the rival of the ally of Pelgormek?,120732,42116
C,11,9,What is the capital of the rival of the ally of Pelgormek?,2333,1422
C,11,10,What is the capital of the rival of the ally of Pelgormek?,1081,3198
C,11,11,What is the capital of the rival of the ally of Pelgormek?,18846,109725
C,11,12,What is the capital of the rival of the ally of Pelgormek?,68479,123889
C,11,13,What is the capital of the rival of the ally of Pelgormek?,37899,74808
C,11,14,What is the capital of the rival of the ally of Pelgormek?,113107,40643
C,12,9,What is the capital of the rival of the ally of Pelgormek?,853,674
C,12,10,What is the capital of the rival of the ally of Pelgormek?,325,1206
C,12,11,What is the capital of the rival of the ally of Pelgormek?,18367,86904
C,12,12,What is the capital of the rival of the ally of Pelgormek?,54650,105623
C,12,13,What is the capital of the rival of the ally of Pelgormek?,31012,48621
C,12,14,What is the capital of the rival of the ally of Pelgormek?,98324,37639
C,13,9,What is the capital of the rival of the ally of Pelgormek?,1089,454
C,13,10,What is the capital of the rival of the ally of Pelgormek?,374,880
C,13,11,What is the capital of the rival of the ally of Pelgormek?,17975,84339
C,13,12,What is the capital of the rival of the ally of Pelgormek?,57474,99857
C,13,13,What is the capital of the rival of the ally of Pelgormek?,41122,57049
C,13,14,What is the capital of the rival of the ally of Pelgormek?,142358,104210
C,14,9,What is the capital of the rival of the ally of Pelgormek?,487,701
C,14,10,What is the capital of the rival of the ally of Pelgormek?,537,947
C,14,11,What is the capital of the rival of the ally of Pelgormek?,19699,96615
C,14,12,What is the capital of the rival of the ally of Pelgormek?,37578,100808
C,14,13,What is the capital of the rival of the ally of Pelgormek?,62052,76541
C,14,14,What is the capital of the rival of the ally of Pelgormek?,145532,116633
C,15,9,What is the capital of the rival of the ally of Pelgormek?,603,1128
C,15,10,What is the capital of the rival of the ally of Pelgormek?,142,734
C,15,11,What is the capital of the rival of the ally of Pelgormek?,7753,83107
C,15,12,What is the capital of the rival of the ally of Pelgormek?,61010,118347
C,15,13,What is the capital of the rival of the ally of Pelgormek?,53693,93468
C,15,14,What is the capital of the rival of the ally of Pelgormek?,136722,83583
C,16,9,What is the capital of the rival of the ally of Pelgormek?,1822,1327
C,16,10,What is the capital of the rival of the ally of Pelgormek?,146,551
C,16,11,What is the capital of the rival of the ally of Pelgormek?,15805,105863
C,16,12,What is the capital of the rival of the ally of Pelgormek?,77507,125754
C,16,13,What is the capital of the rival of the ally of Pelgormek?,89464,113181
C,16,14,What is the capital of the rival of the ally of Pelgormek?,128472,80434
C,17,9,What is the capital of the rival of the ally of Pelgormek?,7113,8677
C,17,10,What is the capital of the rival of the ally of Pelgormek?,300,208
C,17,11,What is the capital of the rival of the ally of Pelgormek?,14037,120735
C,17,12,What is the capital of the rival of the ally of Pelgormek?,83114,135089
C,17,13,What is the capital of the rival of the ally of Pelgormek?,100208,135103
C,17,14,What is the capital of the rival of the ally of Pelgormek?,140858,108023
C,18,9,What is the capital of the rival of the ally of Pelgormek?,9122,1610
C,18,10,What is the capital of the rival of the ally of Pelgormek?,547,43
C,18,11,What is the capital of the rival of the ally of Pelgormek?,8734,67857
C,18,12,What is the capital of the rival of the ally of Pelgormek?,89920,131495
C,18,13,What is the capital of the rival of the ally of Pelgormek?,127019,136664
C,18,14,What is the capital of the rival of the ally of Pelgormek?,136714,84434
C,19,9,What is the capital of the rival of the ally of Pelgormek?,29968,3515
C,19,10,What is the capital of the rival of the ally of Pelgormek?,463,2
C,19,11,What is the capital of the rival of the ally of Pelgormek?,727,17959
C,19,12,What is the capital of the rival of the ally of Pelgormek?,36744,107079
C,19,13,What is the capital of the rival of the ally of Pelgormek?,76840,125633
C,19,14,What is the capital of the rival of the ally of Pelgormek?,136122,90306
C,20,9,What is the capital of the rival of the ally of Pelgormek?,58710,19645
C,20,10,What is the capital of the rival of the ally of Pelgormek?,475,11
C,20,11,What is the capital of the rival of the ally of Pelgormek?,1519,9692
C,20,12,What is the capital of the rival of the ally of Pelgormek?,75761,100901
C,20,13,What is the capital of the rival of the ally of Pelgormek?,86034,107615
C,20,14,What is the capital of the rival of the ally of Pelgormek?,138385,95924
C,21,9,What is the capital of the rival of the ally of Pelgormek?,94830,24845
C,21,10,What is the capital of the rival of the ally of Pelgormek?,1504,6
C,21,11,What is the capital of the rival of the ally of Pelgormek?,2251,10878
C,21,12,What is the capital of the rival of the ally of Pelgormek?,96128,81113
C,21,13,What is the capital of the rival of the ally of Pelgormek?,67848,91810
C,21,14,What is the capital of the rival of the ally of Pelgormek?,143674,106443
C,22,9,What is the capital of the rival of the ally of Pelgormek?,72182,25191
C,22,10,What is the capital of the rival of the ally of Pelgormek?,782,5
C,22,11,What is the capital of the rival of the ally of Pelgormek?,811,4261
C,22,12,What is the capital of the rival of the ally of Pelgormek?,140412,108231
C,22,13,What is the capital of the rival of the ally of Pelgormek?,79117,78598
C,22,14,What is the capital of the rival of the ally of Pelgormek?,134017,121702
C,23,9,What is the capital of the rival of the ally of Pelgormek?,67915,21537
C,23,10,What is the capital of the rival of the ally of Pelgormek?,702,7
C,23,11,What is the capital of the rival of the ally of Pelgormek?,1081,1162
C,23,12,What is the capital of the rival of the ally of Pelgormek?,124152,35247
C,23,13,What is the capital of the rival of the ally of Pelgormek?,76191,80217
C,23,14,What is the capital of the rival of the ally of Pelgormek?,129686,110434
C,24,9,What is the capital of the rival of the ally of Pelgormek?,69539,35775
C,24,10,What is the capital of the rival of the ally of Pelgormek?,207,4
C,24,11,What is the capital of the rival of the ally of Pelgormek?,1003,600
C,24,12,What is the capital of the rival of the ally of Pelgormek?,110103,72305
C,24,13,What is the capital of the rival of the ally of Pelgormek?,68681,90187
C,24,14,What is the capital of the rival of the ally of Pelgormek?,127224,95222
C,25,9,What is the capital of the rival of the ally of Pelgormek?,48655,36167
C,25,10,What is the capital of the rival of the ally of Pelgormek?,95,5
C,25,11,What is the capital of the rival of the ally of Pelgormek?,2335,794
C,25,12,What is the capital of the rival of the ally of Pelgormek?,65641,20481
C,25,13,What is the capital of the rival of the ally of Pelgormek?,40606,55866
C,25,14,What is the capital of the rival of the ally of Pelgormek?,110196,80132
C,26,9,What is the capital of the rival of the ally of Pelgormek?,10808,36693
C,26,10,What is the capital of the rival of the ally of Pelgormek?,44,9
C,26,11,What is the capital of the rival of the ally of Pelgormek?,495,1039
C,26,12,What is the capital of the rival of the ally of Pelgormek?,24679,35068
C,26,13,What is the capital of the rival of the ally of Pelgormek?,10309,27079
C,26,14,What is the capital of the rival of the ally of Pelgormek?,106252,80556
