block,layer,position,prompt,rank_intermediate,rank_answer
ic,15,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,96207,38392
ic,15,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,69597,12219
ic,15,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,142049,61587
ic,15,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,66219,26017
ic,15,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,79431,10315
ic,16,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,7309,1455
ic,16,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,102565,50432
ic,16,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,85636,43300
ic,16,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,144209,101557
ic,16,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,94762,10611
ic,16,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,107352,35266
ic,17,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,11506,1961
ic,17,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,120190,100695
ic,17,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,114469,72154
ic,17,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,144035,110186
ic,17,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,138724,83817
ic,17,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,105690,28343
ic,18,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,7546,873
ic,18,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,118243,85606
ic,18,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,125950,50712
ic,18,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,149437,104194
ic,18,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,140895,95177
ic,18,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,117678,49259
ic,19,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,2924,464
ic,19,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,74499,13678
ic,19,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,88906,24982
ic,19,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,139597,59922
ic,19,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,132290,55104
ic,19,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,113184,22436
ic,20,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1430,166
ic,20,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,53546,7031
ic,20,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,100732,19584
ic,20,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,123012,80020
ic,20,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,114181,33810
ic,20,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,97653,10019
ic,21,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1084,222
ic,21,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,73975,6222
ic,21,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,100430,15270
ic,21,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,42587,99771
ic,21,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,133618,58751
ic,21,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,92820,17624
ic,22,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,580,192
ic,22,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,99535,10468
ic,22,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,72608,16253
ic,22,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,21990,65578
ic,22,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,101071,24641
ic,22,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,53342,5605
ic,23,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,56,115
ic,23,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,77859,12392
ic,23,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,59531,16290
ic,23,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,15367,39482
ic,23,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,80334,12670
ic,23,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,69687,5885
ic,24,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,23,45
ic,24,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,71319,7052
ic,24,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,34849,13905
ic,24,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1041,30492
ic,24,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,41102,6080
ic,24,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,14489,1149
ic,25,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1,9
ic,25,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,28352,10556
ic,25,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,4912,9883
ic,25,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,67,16606
ic,25,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1191,2329
ic,25,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,315,243
ic,26,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1,8
ic,26,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,13743,4364
ic,26,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,2116,9369
ic,26,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,191,14755
ic,26,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,543,1110
ic,26,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,257,107
ic,0,102,The capital of Yeldun is Loduntha. The continent of Thakro i,7702,12329
ic,0,103,The capital of Yeldun is Loduntha. The continent of Thakro i,23066,9608
ic,0,104,The capital of Yeldun is Loduntha. The continent of Thakro i,33149,48194
ic,0,105,The capital of Yeldun is Loduntha. The continent of Thakro i,39978,31765
ic,0,106,The capital of Yeldun is Loduntha. The continent of Thakro i,45620,37349
ic,0,107,The capital of Yeldun is Loduntha. The continent of Thakro i,33525,44986
ic,1,102,The capital of Yeldun is Loduntha. The continent of Thakro i,11745,12160
ic,1,103,The capital of Yeldun is Loduntha. The continent of Thakro i,41712,18957
ic,1,104,The capital of Yeldun is Loduntha. The continent of Thakro i,70596,65939
ic,1,105,The capital of Yeldun is Loduntha. The continent of Thakro i,56010,46511
ic,1,106,The capital of Yeldun is Loduntha. The continent of Thakro i,89800,66820
ic,1,107,The capital of Yeldun is Loduntha. The continent of Thakro i,45940,51168
ic,2,102,The capital of Yeldun is Loduntha. The continent of Thakro i,13400,12686
ic,2,103,The capital of Yeldun is Loduntha. The continent of Thakro i,94391,41225
ic,2,104,The capital of Yeldun is Loduntha. The continent of Thakro i,120294,111794
ic,2,105,The capital of Yeldun is Loduntha. The continent of Thakro i,119998,104064
ic,2,106,The capital of Yeldun is Loduntha. The continent of Thakro i,112221,93888
ic,2,107,The capital of Yeldun is Loduntha. The continent of Thakro i,104501,104670
ic,3,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1024,914
ic,3,103,The capital of Yeldun is Loduntha. The continent of Thakro i,17989,4827
ic,3,104,The capital of Yeldun is Loduntha. The continent of Thakro i,59841,39263
ic,3,105,The capital of Yeldun is Loduntha. The continent of Thakro i,29293,15115
ic,3,106,The capital of Yeldun is Loduntha. The continent of Thakro i,32367,14192
ic,3,107,The capital of Yeldun is Loduntha. The continent of Thakro i,19480,18928
ic,4,102,The capital of Yeldun is Loduntha. The continent of Thakro i,4790,6318
ic,4,103,The capital of Yeldun is Loduntha. The continent of Thakro i,123951,86042
ic,4,104,The capital of Yeldun is Loduntha. The continent of Thakro i,133699,123452
ic,4,105,The capital of Yeldun is Loduntha. The continent of Thakro i,111009,102468
ic,4,106,The capital of Yeldun is Loduntha. The continent of Thakro i,129701,112031
ic,4,107,The capital of Yeldun is Loduntha. The continent of Thakro i,100520,97155
ic,5,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2571,3773
ic,5,103,The capital of Yeldun is Loduntha. The continent of Thakro i,72285,38170
ic,5,104,The capital of Yeldun is Loduntha. The continent of Thakro i,116197,104685
ic,5,105,The capital of Yeldun is Loduntha. The continent of Thakro i,99971,94821
ic,5,106,The capital of Yeldun is Loduntha. The continent of Thakro i,66197,49281
ic,5,107,The capital of Yeldun is Loduntha. The continent of Thakro i,50558,51989
ic,6,102,The capital of Yeldun is Loduntha. The continent of Thakro i,3551,8391
ic,6,103,The capital of Yeldun is Loduntha. The continent of Thakro i,98224,66323
ic,6,104,The capital of Yeldun is Loduntha. The continent of Thakro i,119346,116079
ic,6,105,The capital of Yeldun is Loduntha. The continent of Thakro i,117831,112771
ic,6,106,The capital of Yeldun is Loduntha. The continent of Thakro i,91055,70956
ic,6,107,The capital of Yeldun is Loduntha. The continent of Thakro i,18330,24059
ic,7,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6649,11959
ic,7,103,The capital of Yeldun is Loduntha. The continent of Thakro i,80830,63231
ic,7,104,The capital of Yeldun is Loduntha. The continent of Thakro i,109742,104936
ic,7,105,The capital of Yeldun is Loduntha. The continent of Thakro i,95798,90081
ic,7,106,The capital of Yeldun is Loduntha. The continent of Thakro i,75855,64818
ic,7,107,The capital of Yeldun is Loduntha. The continent of Thakro i,28145,32178
ic,8,102,The capital of Yeldun is Loduntha. The continent of Thakro i,66608,71195
ic,8,103,The capital of Yeldun is Loduntha. The continent of Thakro i,121480,101563
ic,8,104,The capital of Yeldun is Loduntha. The continent of Thakro i,114161,111558
ic,8,105,The capital of Yeldun is Loduntha. The continent of Thakro i,123642,122494
ic,8,106,The capital of Yeldun is Loduntha. The continent of Thakro i,95441,82812
ic,8,107,The capital of Yeldun is Loduntha. The continent of Thakro i,78109,105649
ic,9,102,The capital of Yeldun is Loduntha. The continent of Thakro i,55931,62155
ic,9,103,The capital of Yeldun is Loduntha. The continent of Thakro i,129275,102863
ic,9,104,The capital of Yeldun is Loduntha. The continent of Thakro i,115372,110473
ic,9,105,The capital of Yeldun is Loduntha. The continent of Thakro i,124218,121308
ic,9,106,The capital of Yeldun is Loduntha. The continent of Thakro i,75873,56815
ic,9,107,The capital of Yeldun is Loduntha. The continent of Thakro i,52078,58613
ic,10,102,The capital of Yeldun is Loduntha. The continent of Thakro i,35239,37228
ic,10,103,The capital of Yeldun is Loduntha. The continent of Thakro i,124000,111798
ic,10,104,The capital of Yeldun is Loduntha. The continent of Thakro i,123351,127196
ic,10,105,The capital of Yeldun is Loduntha. The continent of Thakro i,127203,129303
ic,10,106,The capital of Yeldun is Loduntha. The continent of Thakro i,79558,65195
ic,10,107,The capital of Yeldun is Loduntha. The continent of Thakro i,105988,112351
ic,11,102,The capital of Yeldun is Loduntha. The continent of Thakro i,19974,26067
ic,11,103,The capital of Yeldun is Loduntha. The continent of Thakro i,112707,95221
ic,11,104,The capital of Yeldun is Loduntha. The continent of Thakro i,110489,116322
ic,11,105,The capital of Yeldun is Loduntha. The continent of Thakro i,113110,116796
ic,11,106,The capital of Yeldun is Loduntha. The continent of Thakro i,66567,52334
ic,11,107,The capital of Yeldun is Loduntha. The continent of Thakro i,78714,78056
ic,12,102,The capital of Yeldun is Loduntha. The continent of Thakro i,7749,8397
ic,12,103,The capital of Yeldun is Loduntha. The continent of Thakro i,61939,46571
ic,12,104,The capital of Yeldun is Loduntha. The continent of Thakro i,64069,68131
ic,12,105,The capital of Yeldun is Loduntha. The continent of Thakro i,70333,65702
ic,12,106,The capital of Yeldun is Loduntha. The continent of Thakro i,22317,15152
ic,12,107,The capital of Yeldun is Loduntha. The continent of Thakro i,36589,33763
ic,13,102,The capital of Yeldun is Loduntha. The continent of Thakro i,3343,4400
ic,13,103,The capital of Yeldun is Loduntha. The continent of Thakro i,36110,28366
ic,13,104,The capital of Yeldun is Loduntha. The continent of Thakro i,54710,62736
ic,13,105,The capital of Yeldun is Loduntha. The continent of Thakro i,43270,42910
ic,13,106,The capital of Yeldun is Loduntha. The continent of Thakro i,7349,6992
ic,13,107,The capital of Yeldun is Loduntha. The continent of Thakro i,18352,22134
ic,14,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6000,7911
ic,14,103,The capital of Yeldun is Loduntha. The continent of Thakro i,74389,59669
ic,14,104,The capital of Yeldun is Loduntha. The continent of Thakro i,71878,74944
ic,14,105,The capital of Yeldun is Loduntha. The continent of Thakro i,84592,79170
ic,14,106,The capital of Yeldun is Loduntha. The continent of Thakro i,9255,7228
ic,14,107,The capital of Yeldun is Loduntha. The continent of Thakro i,35423,33610
ic,15,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6146,6845
ic,15,103,The capital of Yeldun is Loduntha. The continent of Thakro i,107684,90987
ic,15,104,The capital of Yeldun is Loduntha. The continent of Thakro i,102891,108647
ic,15,105,The capital of Yeldun is Loduntha. The continent of Thakro i,97238,90967
ic,15,106,The capital of Yeldun is Loduntha. The continent of Thakro i,35133,22197
ic,15,107,The capital of Yeldun is Loduntha. The continent of Thakro i,39073,33805
ic,16,102,The capital of Yeldun is Loduntha. The continent of Thakro i,13910,16024
ic,16,103,The capital of Yeldun is Loduntha. The continent of Thakro i,98233,79159
ic,16,104,The capital of Yeldun is Loduntha. The continent of Thakro i,95840,103021
ic,16,105,The capital of Yeldun is Loduntha. The continent of Thakro i,117463,109181
ic,16,106,The capital of Yeldun is Loduntha. The continent of Thakro i,40744,44629
ic,16,107,The capital of Yeldun is Loduntha. The continent of Thakro i,100498,82640
ic,17,102,The capital of Yeldun is Loduntha. The continent of Thakro i,28980,26517
ic,17,103,The capital of Yeldun is Loduntha. The continent of Thakro i,124473,113771
ic,17,104,The capital of Yeldun is Loduntha. The continent of Thakro i,123037,124974
ic,17,105,The capital of Yeldun is Loduntha. The continent of Thakro i,138276,136386
ic,17,106,The capital of Yeldun is Loduntha. The continent of Thakro i,134440,139922
ic,17,107,The capital of Yeldun is Loduntha. The continent of Thakro i,119125,123214
ic,18,102,The capital of Yeldun is Loduntha. The continent of Thakro i,27957,20664
ic,18,103,The capital of Yeldun is Loduntha. The continent of Thakro i,127717,110386
ic,18,104,The capital of Yeldun is Loduntha. The continent of Thakro i,125622,122724
ic,18,105,The capital of Yeldun is Loduntha. The continent of Thakro i,145180,141545
ic,18,106,The capital of Yeldun is Loduntha. The continent of Thakro i,142344,138597
ic,18,107,The capital of Yeldun is Loduntha. The continent of Thakro i,128464,127037
ic,19,102,The capital of Yeldun is Loduntha. The continent of Thakro i,8225,7742
ic,19,103,The capital of Yeldun is Loduntha. The continent of Thakro i,115902,53120
ic,19,104,The capital of Yeldun is Loduntha. The continent of Thakro i,134321,88962
ic,19,105,The capital of Yeldun is Loduntha. The continent of Thakro i,151190,142986
ic,19,106,The capital of Yeldun is Loduntha. The continent of Thakro i,131337,124871
ic,19,107,The capital of Yeldun is Loduntha. The continent of Thakro i,112747,59693
ic,20,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6512,6166
ic,20,103,The capital of Yeldun is Loduntha. The continent of Thakro i,78214,37888
ic,20,104,The capital of Yeldun is Loduntha. The continent of Thakro i,128647,75895
ic,20,105,The capital of Yeldun is Loduntha. The continent of Thakro i,151566,148294
ic,20,106,The capital of Yeldun is Loduntha. The continent of Thakro i,139812,134611
ic,20,107,The capital of Yeldun is Loduntha. The continent of Thakro i,124284,88224
ic,21,102,The capital of Yeldun is Loduntha. The continent of Thakro i,727,598
ic,21,103,The capital of Yeldun is Loduntha. The continent of Thakro i,51349,29068
ic,21,104,The capital of Yeldun is Loduntha. The continent of Thakro i,114000,57120
ic,21,105,The capital of Yeldun is Loduntha. The continent of Thakro i,150247,124751
ic,21,106,The capital of Yeldun is Loduntha. The continent of Thakro i,119266,124826
ic,21,107,The capital of Yeldun is Loduntha. The continent of Thakro i,98525,82338
ic,22,102,The capital of Yeldun is Loduntha. The continent of Thakro i,50,71
ic,22,103,The capital of Yeldun is Loduntha. The continent of Thakro i,41022,30050
ic,22,104,The capital of Yeldun is Loduntha. The continent of Thakro i,62570,32725
ic,22,105,The capital of Yeldun is Loduntha. The continent of Thakro i,134691,87533
ic,22,106,The capital of Yeldun is Loduntha. The continent of Thakro i,56233,68940
ic,22,107,The capital of Yeldun is Loduntha. The continent of Thakro i,17499,23369
ic,23,102,The capital of Yeldun is Loduntha. The continent of Thakro i,60,33
ic,23,103,The capital of Yeldun is Loduntha. The continent of Thakro i,38862,29306
ic,23,104,The capital of Yeldun is Loduntha. The continent of Thakro i,57509,27174
ic,23,105,The capital of Yeldun is Loduntha. The continent of Thakro i,97962,92592
ic,23,106,The capital of Yeldun is Loduntha. The continent of Thakro i,26433,39365
ic,23,107,The capital of Yeldun is Loduntha. The continent of Thakro i,27131,19633
ic,24,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2,8
ic,24,103,The capital of Yeldun is Loduntha. The continent of Thakro i,30620,21346
ic,24,104,The capital of Yeldun is Loduntha. The continent of Thakro i,34426,19842
ic,24,105,The capital of Yeldun is Loduntha. The continent of Thakro i,29337,25813
ic,24,106,The capital of Yeldun is Loduntha. The continent of Thakro i,616,2934
ic,24,107,The capital of Yeldun is Loduntha. The continent of Thakro i,5976,2376
ic,25,102,The capital of Yeldun is Loduntha. The continent of Thakro i,5,9
ic,25,103,The capital of Yeldun is Loduntha. The continent of Thakro i,19912,15615
ic,25,104,The capital of Yeldun is Loduntha. The continent of Thakro i,13456,9846
ic,25,105,The capital of Yeldun is Loduntha. The continent of Thakro i,4951,5634
ic,25,106,The capital of Yeldun is Loduntha. The continent of Thakro i,369,800
ic,25,107,The capital of Yeldun is Loduntha. The continent of Thakro i,1000,717
ic,26,102,The capital of Yeldun is Loduntha. The continent of Thakro i,5,6
ic,26,103,The capital of Yeldun is Loduntha. The continent of Thakro i,7717,4360
ic,26,104,The capital of Yeldun is Loduntha. The continent of Thakro i,4198,2612
ic,26,105,The capital of Yeldun is Loduntha. The continent of Thakro i,1106,1377
ic,26,106,The capital of Yeldun is Loduntha. The continent of Thakro i,195,323
ic,26,107,The capital of Yeldun is Loduntha. The continent of Thakro i,195,170
ic,0,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,115110,17453
ic,0,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,7741,38310
ic,0,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,333,18118
ic,0,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,32249,102233
ic,0,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,61100,117363
ic,0,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,27390,40207
ic,1,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,67706,17491
ic,1,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,6940,59088
ic,1,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,276,33061
ic,1,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,58432,138920
ic,1,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,86925,147153
ic,1,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,29421,81361
ic,2,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,127708,79734
ic,2,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,5076,53538
ic,2,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,1337,66769
ic,2,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,106466,143606
ic,2,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,101315,149087
ic,2,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,61884,121783
ic,3,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,33863,9103
ic,3,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1171,10371
ic,3,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,207,25207
ic,3,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,13949,132615
ic,3,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,4079,115130
ic,3,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,14339,34802
ic,4,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,87679,26666
ic,4,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,2914,16235
ic,4,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2471,88789
ic,4,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,52856,143542
ic,4,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,12662,138899
ic,4,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,98117,120594
ic,5,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,51991,27862
ic,5,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,2786,14830
ic,5,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,637,92564
ic,5,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,33048,144381
ic,5,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,6221,123670
ic,5,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,42914,78087
ic,6,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,46934,22325
ic,6,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,3827,14433
ic,6,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2978,116071
ic,6,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,42072,149415
ic,6,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,38642,151011
ic,6,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,13142,61861
ic,7,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,36813,30554
ic,7,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1764,17744
ic,7,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,6096,121327
ic,7,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,54101,149443
ic,7,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,23975,146545
ic,7,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,15535,93053
ic,8,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,60760,24688
ic,8,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,23329,30735
ic,8,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,10147,128510
ic,8,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,78129,149957
ic,8,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,31435,147915
ic,8,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,54961,122863
ic,9,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,25874,8567
ic,9,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,5356,12720
ic,9,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,12211,121972
ic,9,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,64576,148243
ic,9,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,12387,134733
ic,9,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,39849,60198
ic,10,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,22411,5064
ic,10,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1716,2517
ic,10,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,28986,102873
ic,10,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,83260,143714
ic,10,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,28895,128775
ic,10,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,92064,83903
ic,11,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,16853,3214
ic,11,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,884,1496
ic,11,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,14338,93996
ic,11,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,66199,135050
ic,11,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,23104,108280
ic,11,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,68240,64300
ic,12,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,8336,1601
ic,12,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,761,1806
ic,12,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,3217,39564
ic,12,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,28520,100446
ic,12,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,3379,54282
ic,12,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,36023,48835
ic,13,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,5806,1463
ic,13,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1350,1895
ic,13,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,1350,18604
ic,13,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,21369,77823
ic,13,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,3693,35645
ic,13,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,36196,36284
ic,14,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,11429,1292
ic,14,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,2376,504
ic,14,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,10679,41688
ic,14,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,51934,119285
ic,14,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,5639,47035
ic,14,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,58370,34087
ic,15,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,14039,2362
ic,15,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,2314,380
ic,15,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,20072,49796
ic,15,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,60393,84772
ic,15,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,3677,20621
ic,15,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,77011,23925
ic,16,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,33243,3976
ic,16,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,3049,234
ic,16,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,33014,58830
ic,16,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,59184,97131
ic,16,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,25975,25332
ic,16,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,99030,32741
ic,17,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,60785,11468
ic,17,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,13808,549
ic,17,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,91303,86093
ic,17,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,111285,128167
ic,17,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,129246,86452
ic,17,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,135728,72882
ic,18,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,64373,12462
ic,18,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,21216,412
ic,18,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,81534,61438
ic,18,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,134939,131116
ic,18,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,145175,88521
ic,18,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,141859,61759
ic,19,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,47838,17932
ic,19,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,4491,164
